"","type","efficient_tradeprob","notax_tradeprob","allOpt_tau","allOpt_alloc_gain","allOpt_alloc_gain_pctmax","allOpt_tradeprob","totOpt_tau","totOpt_total_gain","totOpt_alloc_gain","totOpt_inv_loss","totOpt_tradeprob","totOpt_assetprice","notax_assetprice","totOpt_taxrev_npv","totOpt_assetprice_ratio","tau25_total_gain","tau5_total_gain","sdmean_moment","saleprob_moment"
"1","lognormal_consjump",0.103446184947261,0.0500312855360316,0.027,0.0230630197139719,0.529188319580212,0.0673313416830317,0.019,0.018558041953796,0.0218352069410086,-0.00327716498721263,0.0629374258269295,50.3373946369642,69.6210009234128,22.3933441753612,0.723020266432802,0.0175658264856674,0.000268706657425394,0.199961674975852,0.0500312855360318
