"","type","efficient_tradeprob","notax_tradeprob","allOpt_tau","allOpt_alloc_gain","allOpt_alloc_gain_pctmax","allOpt_tradeprob","totOpt_tau","totOpt_total_gain","totOpt_alloc_gain","totOpt_inv_loss","totOpt_tradeprob","totOpt_assetprice","notax_assetprice","totOpt_taxrev_npv","totOpt_assetprice_ratio","tau25_total_gain","tau5_total_gain","sdmean_moment","saleprob_moment"
"1","lognormal_mixbeta_50",0.12412429019454,0.0500175054988149,0.068,0.0558252493254397,0.754950092327422,0.0917155994682489,0.034,0.0400577436685499,0.0494279677345651,-0.00937022406601519,0.0728701086733029,55.0636615493194,96.5117966463052,40.3883563209121,0.570538146244606,0.0385214833662464,0.0363237095923474,0.200086486725695,0.0500175054988148
