"","type","efficient_tradeprob","notax_tradeprob","allOpt_tau","allOpt_alloc_gain","allOpt_alloc_gain_pctmax","allOpt_tradeprob","totOpt_tau","totOpt_total_gain","totOpt_alloc_gain","totOpt_inv_loss","totOpt_tradeprob","totOpt_assetprice","notax_assetprice","totOpt_taxrev_npv","totOpt_assetprice_ratio","tau25_total_gain","tau5_total_gain","sdmean_moment","saleprob_moment"
"1","lognormal_beta",0.128934933142681,0.0500280511090733,0.086,0.0756148085390979,0.834236884959862,0.104001101166179,0.04,0.0536088120651853,0.066024968862373,-0.0124161567971878,0.07837951724109,57.2905711703442,109.528735265926,48.4666784893784,0.523064299348001,0.0492606652261774,0.0523207737315054,0.199965502477963,0.0500280511090736
