"","type","efficient_tradeprob","notax_tradeprob","allOpt_tau","allOpt_alloc_gain","allOpt_alloc_gain_pctmax","allOpt_tradeprob","totOpt_tau","totOpt_total_gain","totOpt_alloc_gain","totOpt_inv_loss","totOpt_tradeprob","totOpt_assetprice","notax_assetprice","totOpt_taxrev_npv","totOpt_assetprice_ratio","tau25_total_gain","tau5_total_gain","sdmean_moment","saleprob_moment"
"1","lognormal_mixbeta_25",0.120173074892898,0.0499791799084671,0.06,0.0468748684688026,0.73954435056056,0.0862304017954299,0.031,0.0337323139755419,0.0416963809791351,-0.00796406700359319,0.0702825584756221,51.417617096159,85.9586155624636,34.661671651204,0.598167115183414,0.0330961083106646,0.0283226460540712,0.200154004963489,0.0499791799085688
