"","type","efficient_tradeprob","notax_tradeprob","allOpt_tau","allOpt_alloc_gain","allOpt_alloc_gain_pctmax","allOpt_tradeprob","totOpt_tau","totOpt_total_gain","totOpt_alloc_gain","totOpt_inv_loss","totOpt_tradeprob","totOpt_assetprice","notax_assetprice","totOpt_taxrev_npv","totOpt_assetprice_ratio","tau25_total_gain","tau5_total_gain","sdmean_moment","saleprob_moment"
"1","lognormal_mixbeta_75",0.126655102920243,0.0499553805949355,0.077,0.0664290349898124,0.796068817742801,0.0978571528196191,0.037,0.0473699042440251,0.058226197861328,-0.0108562936173028,0.0755856682624602,57.0326183779362,104.544288569627,45.0473144809481,0.545535477435023,0.0444439212034331,0.0451460227113502,0.200100026885243,0.0499553805949354
